Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Diflubenzuron;Piriproxyfen;Etocinque;Amplat;Proxilar;Exit 100;Veloxidin;Porter;AcquaPy;Roltab;Cipekill EC;Aqua k-othrine;Sumilarv;Bifemite;Cymina plus;Sandokan ?;Rotryn 200;Diflox;Microsin;Juvenox sc 15;Cyperbase;Permebase;Permex 22 E;Cipex 10 E;Bio Revanol;Rotryn 50;Green larv;Flubex;Garban;Tator;Pertrin S;Vectobac dt;B. Thuringensis;Permaplus;Cipertrin;Solfac;Nexa;K othrine flow 25;Device TB 2;Ekoset;Difenax ?;Olio neem;Piretro;K othrine AL;Metoprene;Delta Super;Cidomax;Decapy flow;Deltrin flow;Skcetal ?;Altogran;Deltabios;Fenthrin;Ciperwall;Aedex;Adicip 10;Zammo ?;Wacip 1000;Zagorp ?;Romal 65;Baycidal;Deadyna;Boxtar;Petrini L;Cipermetrina;Tetrametrina;Pluricid;Murelle;Permetrina;Permesol;Sandokan Bio Tiger;Delta Kill Flow;Tetraprem ABD;Toolex;Crackdown Rapid;Crackdown Ultra
Via Cortale 81;00188;RM;Roma;7;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Eritrea 110;00199;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Licinio Calvo 48;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Papiniano 10;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sicilia 186;00187;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Raffaele Battistini 10-12-14;00100;RM;Roma;12;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Agri 17;00198;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Asinio Pollione 20;00153;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Castelfranco Veneto 54-58-62;00191;RM;Roma;15;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Guglielmo Calderini 68;00196;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Chiana 55;00198;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Tommaso de Cristoforis 1;00159;RM;Roma;4;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Oderisi da Gubbio 214-226;00146;RM;Roma;11;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Mancini 4;00196;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cola di Rienzo 111;00192;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salaria 195;00198;RM;Roma;2;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacomo Trevis 44;00147;RM;Roma;8;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valenziani 5;00187;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Scipioni 191;00192;RM;Roma;1;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Senario 41;00141;RM;Roma;3;Italia;Larvicida e adulticida;1;5;mag-14;mag-14;mag-14;set-14;1 volta;mensile;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Vigevano 5;00161;RM;Roma;2;Italia;Larvicida e adulticida;1;2;mag-14;mag-14;mag-14;giu-14;1 volta;40 giorni;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Monte Pelmo 10;00141;RM;Roma;3;Italia;Larvicida e adulticida;1;2;mag-14;mag-14;mag-14;giu-14;1 volta;40 giorni;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Andrea Fulvio 10;00162;RM;Roma;2;Italia;Larvicida e adulticida;1;2;mag-14;mag-14;mag-14;giu-14;1 volta;40 giorni;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Ferdinando Maria Poggioli;00139;RM;Roma;3;Italia;Larvicida e adulticida;2;4;15/05/2014;15/09/2014;15/05/2014;15/09/2014;2 mesi;20 giorni;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Spinoza 71;00137;RM;Roma;4;Italia;Larvicida;5;0;mag-14;ott-14;-;-;25 giorni;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Santamaura 3;00192;RM;Roma;1;Italia;Larvicida e adulticida;6;6;08/07/2014;20/10/2014;08/07/2014;20/10/2014;15 giorni;15 giorni;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Proba Petronia 95;00136;RM;Roma;14;Italia;Larvicida e adulticida;6;6;apr-14;set-14;apr-14;set-14;mensile;mensile;;;;x;;;;;;;;;;x;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinto Carini 22-24;;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Traversari 80;;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Revoltella 66;;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Blaserna 94;;RM;Roma;11;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gaetano Sacchi 19;;RM;Roma;1;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Grimaldi 5;00146;RM;Roma;11;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Caterina Fieschi 21;00151;RM;Roma;12;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via del Gesó 72;;RM;Roma;1;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corso Trieste 43;;RM;Roma;2;Italia;Larvicida e adulticida;4;4;mag-14;ago-14;mag-14;ago-14;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fulda 11b;00148;RM;Roma;11;Italia;Larvicida e adulticida;3;3;24/06/2014;04/09/2014;24/06/2014;04/09/2014;mensile;mensile;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Luigi Gastinelli 226-228-230;00132;RM;Roma;6;Italia;Larvicida e adulticida;5;5;14/05/2014;31/10/2014;14/05/2014;31/10/2014;mensile;mensile;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacomo Peroni 400-402;00131;RM;Roma;4;Italia;Larvicida e adulticida;6;6;apr-14;ott-14;apr-14;ott-14;3 settimane;3 settimane;;;;;;;;;;;;;x;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Margaret Mead 73;00143;RM;Roma;9;Italia;Larvicida e adulticida;4;4;08/05/2014;08/08/2014;08/05/2014;08/08/2014;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Orseolo 33b;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;21/05/2014;18/09/2014;21/05/2014;18/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via degli Orseolo 35;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;21/05/2014;18/09/2014;21/05/2014;18/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
Via degli Orseolo 37;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;21/05/2014;18/09/2014;21/05/2014;18/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Orseolo 38;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;21/05/2014;18/09/2014;21/05/2014;18/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Orseolo 41;00148;RM;Roma;11;Italia;Larvicida e adulticida;6;6;21/05/2014;18/09/2014;21/05/2014;18/09/2014;3 settimane;3 settimane;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Michele Mercati 38;00197;RM;Roma;2;Italia;Larvicida e adulticida;4;4;06/06/2014;05/09/2014;06/06/2014;05/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Camillo Prampolini 20;00155;RM;Roma;5;Italia;Larvicida e adulticida;5;5;27/05/2014;26/09/2014;27/05/2014;26/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Garlenda 2-16;00168;RM;Roma;14;Italia;Larvicida e adulticida;5;5;giu-14;set-14;giu-14;set-14;21 giorni;21 giorni;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Francesco Marconi 14;00168;RM;Roma;14;Italia;Larvicida e adulticida;5;5;giu-14;set-14;giu-14;set-14;21 giorni;21 giorni;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salvatore Scola 11;00139;RM;Roma;;Italia;Larvicida;7;0;mag-14;set-14;-;-;20 giorni;-;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale del Tintoretto 88;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paolo Barison 10-110;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fontanellato 49;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mario Musco 73-75;00147;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 33;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Berto 45;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nicola Spedalieri 13;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via San Roberto Bellarmino 13;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Largo Piero Bargellini 63;00142;RM;Roma;8;Italia;Larvicida e adulticida;3;6;feb-14;apr-14;apr-14;ott-14;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Giacinta Pezzana 109;00197;RM;Roma;2;Italia;Larvicida e adulticida;7;7;21/05/2014;25/09/2014;21/05/2014;25/09/2014;mensile;mensile;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 837;00189;RM;Roma;15;Italia;Larvicida e adulticida;7;7;21/05/2014;25/09/2014;21/05/2014;25/09/2014;mensile;mensile;;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Campo Farnia 174;00178;RM;Roma;7;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Giovanni Conti 155;00139;RM;Roma;3;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Courmayeur 18;00135;RM;Roma;15;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Courmayeur 35;00135;RM;Roma;15;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via Serrapetrona 131;00138;RM;Roma;3;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via della Stazione di Settebagni 19;00138;RM;Roma;3;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Via San Leo 18-24-34;00138;RM;Roma;3;Italia;Larvicida e adulticida;3;3;mag-14;lug-14;ago-14;ott-14;mensile;mensile;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;
Viale Cesare Pavese 55;00144;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Cesare Pavese 61;00144;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Cesare Pavese 69;00144;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Umberto Saba 4;00144;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Canzone del Piave 32;00143;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Orazio Console 63;00128;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Leopoldo Ruspoli 72;00149;RM;Roma;11;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via Malaga 2-10;00144;RM;Roma;9;Italia;Larvicida e adulticida;4;4;03/06/2014;30/09/2014;03/06/2014;30/09/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Scipioni 92-94;00192;RM;Roma;1;Italia;Larvicida e adulticida;2;3;apr-14;mag-14;giu-14;set-14;3 settimane;3 settimane;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Scipioni 103;00193;RM;Roma;1;Italia;Larvicida e adulticida;2;3;apr-14;mag-14;giu-14;set-14;3 settimane;3 settimane;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza d'Ara Coeli 1;00186;RM;Roma;1;Italia;Larvicida e adulticida;2;3;apr-14;mag-14;giu-14;set-14;3 settimane;3 settimane;;;;;x;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cairo Montenotte 23;00168;RM;Roma;14;Italia;Larvicida;7;0;19/05/2014;15/11/2014;-;-;mensile;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Carlo Forlanini 15;00151;RM;Roma;12;Italia;Larvicida;12;0;apr-14;ott-14;-;-;2 settimane;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Montenero Sabino 21;00131;RM;Roma;4;Italia;Larvicida;12;0;apr-14;ott-14;-;-;2 settimane;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Claudio Achillini 22;00132;RM;Roma;3;Italia;Larvicida e adulticida;16;5;01/04/2014;30/11/2014;01/06/2014;31/10/2014;15 giorni;mensile;;;;x;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Suvereto 247;00133;RM;Roma;3;Italia;Adulticida;0;7;-;-;01/05/2014;30/09/2014;-;20 giorni;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Guglielmo Marconi 440a;00146;RM;Roma;8;Italia;Larvicida e adulticida;6;6;30/04/2014;30/09/2014;30/04/2014;30/09/2014;mensile;mensile;;;;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Schupfer 93;00167;RM;Roma;13;Italia;Larvicida e adulticida;3;3;mag-14;ago-14;mag-14;ago-14;5 settimane;5 settimane;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cairo Montenotte 27;00168;RM;Roma;14;Italia;Larvicida;7;0;19/05/2014;15/11/2014;-;-;3 settimane;-;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Montasio 24;00141;RM;Roma;3;Italia;Larvicida e adulticida;4;4;31/05/2014;31/08/2014;31/05/2014;31/08/2014;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;
