INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;TOTALE_CAMERE;POSTI_LETTO;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
LITTLE ISA TRASTEVERE;Categoria 3;VIA GIOVANNI CASELLI, 11;Mun. XI;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
PONTIFICIUM TERRACE;Categoria 4;VIA DEI BANCHI NUOVI, 60;Mun. I;Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;3;4;0;0
LOFT VITTORIA;Categoria 2;VIA DEL GONFALONE, 30;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
LUGIADRA APARTMENT;Categoria 4;VIA ANDREA DORIA, 67;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
LIFE HOUSE;Categoria 2;VIA SANTAMAURA, 61;Mun. I;Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;3;5;0;0
CASA VACANZE SHIVON;Categoria 2;VIALE GUGLIELMO MARCONI, 451;Mun. XI;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
GIULIETTA A ROMA S. PIETRO;Categoria 2;VIA PAOLO EMILIO, 71;Mun. I;Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;3;4;0;0
ANGELINA;Categoria 3;VIA DI S. ANDREA DELLE FRATTE, 38;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
LEONE 1;Categoria 3;VIA BOCCA DI LEONE, 11;Mun. I;Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;3;5;0;0
AURORA WHITE;Categoria 4;VIA AURORA, 31;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
INSULA VATICANA;Categoria 3;VIA ANGELO EMO, 130;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
3 PARCHI;Categoria 1;VIA GARIGLIANO, 88;Mun. II;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
DOMUS FORI;Categoria 4;VIA DELL'AGNELLO, 25;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
ZENZERO&CANNELLA;Categoria 3;VIA PAOLO III, 9;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
LA GENSOLA IN TRASTEVERE INT. 56;Categoria 2;VIA DELLA GENSOLA, 56;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
HOLIDAY GINEVRA;Categoria 2;VICOLO DEL GALLO, 7;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
CASALE ROSSO;Categoria 4;VIA DEL CASALE DI S. PIO V, 15;Mun. XIII;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
SALUMI 29;Categoria 2;VIA DEI SALUMI, 29;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
CASA VACANZE CRISCUOLO;Categoria 3;VIA PIETRO BONFANTE, 52;Mun. VII;Casa Vacanze NON impr (Appartamento);0;0;2;0;0;0;2;4;0;0
OPERA STUDIO;Non Classificata;VIA NAPOLI, 27;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1;0;0
CASA SINIBALDI;Categoria 2;VIA MONTERONE, 4;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
PALAZZO E BRACCI;Non Classificata;VIA DEI CIANCALEONI, 45;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;4;0;0
AL MURO ROSA 1;Non Classificata;VIA PUNTA LICOSA, 25;Mun. X;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;2;0;0
CAPPELLA SISTINA;Non Classificata;VIALE VATICANO, 53;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
MARGUTTA 120;Categoria 1;VIA MARGUTTA, 120;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
APPARTAMENTO FORTUNA;Non Classificata;VIA GREGORIO VII, 269;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
CASA EMILY;Non Classificata;VIA DEL CASTRO PRETORIO, 42;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
TRILUSSA;Categoria 2;VICOLO DELLA TORRE, 9;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
RESIDENZA BELLI;Non Classificata;VIA GIUSEPPE GIOACHINO BELLI, 60;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;4;0;0
SISTINA HOUSE;Non Classificata;VIA VESPASIANO, 69;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
PORTO DI RIPETTA;Non Classificata;PIAZZA DEL PORTO DI RIPETTA, 157;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
COLLINA PICCOLOMINI;Non Classificata;VIA S. LUCIO, 23;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
DOMUS PER VACANZE ROMANE;Non Classificata;VIA CAREGGINE, 30;Mun. XI;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
ZAMPO'S HOUSE;Non Classificata;VIA PRINCIPE UMBERTO, 39;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
IN GIRO PER ROMA;Categoria 2;VIA TIBURTINA, 155;Mun. II;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
GAIA APARTMENT;Categoria 2;VIA DEL GOVERNO VECCHIO, 101;Mun. I;Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;2;2;0;0
CAVERNI;Non Classificata;VIA RAFFAELE CAVERNI, 6;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
GIULIANA 27;Non Classificata;VIA DELLA GIULIANA, 27;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
CAMPANELLA 41;Categoria 2;VIA TOMMASO CAMPANELLA, 41;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
LE SUITES DEL VATICANO;Non Classificata;VIA BUCCARI, 16;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
SOLE BALCONY STUDIO;Categoria 2;VIA DEL MATTONATO, 30;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;1;1
SOLE APARTMENT;Categoria 1;VIA DEL MATTONATO, 30;Mun. I;Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;2;2;0;0
PIAZZA FIUME;Categoria 2;VIA SALARIA, 103;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;4;8;0;0
GABRIELE E FRANCESCA;Categoria 4;VIA TOMMASO CAMPANELLA, 19;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
YOUR BABUINO APARTMENT;Categoria 2;VIA DEL BABUINO, 41;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1;0;0
SILVESTRO SALAMONE;Non Classificata;VIA CAPO SPARTIVENTO, 50;Mun. X;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
EMI'S GUEST HOUSE;Categoria 2;VIA NICOLO' V, 44;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
BORGHETTO SAN PIETRO;Non Classificata;VIA DEL CROCIFISSO, 3;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
Y AND S;Non Classificata;VIA MILAZZO, 8;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
34 AL CONTE VERDE;Non Classificata;VIA CONTE VERDE, 34;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
GIRASOLEREALE ROME CITY;Categoria 2;VIA DEL GAZOMETRO, 35;Mun. VIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
CASA LAVINIA GIULIA;Non Classificata;VIA PIAVE, 52;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
ROMANTICA INN;Categoria 4;VIA DELLA MADONNA DEI MONTI, 13;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;2;0;0
CASA VACANZA ANITA;Non Classificata;VIA GIORGIO SCALIA, 4;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
GIULIO CESARE IMPERATORE;Categoria 2;VIALE GIULIO CESARE, 237;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
AP12 FARNESE;Categoria 2;PIAZZA DEL TEATRO DI POMPEO, 19;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
CASA VACANZE CASA GARBATA;Categoria 2;VIA IGNAZIO PERSICO, 16;Mun. VIII;Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;3;5;0;0
CASA GALLO;Non Classificata;VIA DI MONTE DEL GALLO, 95;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
EXPLORING ROME;Non Classificata;VIA SEBASTIANO VENIERO, 22;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
GLI AMICI DI ROMA;Non Classificata;VIA NOMENTANA, 107;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
ROSA HOUSE;Non Classificata;VIA CANDIA, 111;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
CASA MARISA ROMA;Non Classificata;VIA TEODORICO, 14;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
IDEAL HOME;Non Classificata;VIA DEGLI SCIPIONI, 53;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
HOLIDAY HOUSE  BELLE ARTI;Categoria 2;PIAZZALE DELLE BELLE ARTI, 3;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
PORTA PORTESE;Categoria 1;VIA PANFILO CASTALDI, 14;Mun. XII;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
CASA FREAK;Non Classificata;VIA POMPEO MAGNO, 14;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
CASA FLEMING;Categoria 2;VIA VINCENZO TIBERIO, 64;Mun. XV;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;6;0;0
CASA TINEA -sospensione temporanea;Non Classificata;VIA DELLA LUCE, 3;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
CAPITOLIUM DI RIENZO;Categoria 3;VIA DI S. EUSTACHIO, 3;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
RELAIS PIAZZA DI SPAGNA;Categoria 3;VIA DEI GRECI, 15;Mun. I;Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;2;2;0;0
VENTICELLO ROMANO;Categoria 2;VIA S. TELESFORO, 15;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
BALESTRARI FLAT;Categoria 2;VIA DEI BALESTRARI, 5;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
CASA VACANZA LAURA;Categoria 4;PIAZZA DI S. GIOVANNI IN LATERANO, 26;Mun. I;Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;3;5;0;0
SMILES & MORE 1;Categoria 2;VIA GIOVANNI GIOLITTI, 461;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
IL GRILLO AI FORI ROMANI;Categoria 3;PIAZZA DEL GRILLO, 10;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
A CASA DI CRISTIAN;Categoria 3;VIA DELLA GIULIANA, 83;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
ORCHID APARTMENT;Categoria 2;VIA DEI GIUBBONARI, 97;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
WIKI ROME;Categoria 2;VIA FAMAGOSTA, 4;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
LA CASETTA DI TIZIANA;Categoria 2;VIA LATINA, 43;Mun. VII;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
NATALY'S HOUSE;Categoria 2;VIA ALESSANDRO SANTINI, 90;Mun. XII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
BONIFACIO;Categoria 3;VIA COLA DI RIENZO, 163;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
SAINT PETER HOLIDAY;Categoria 4;VIA CANDIA, 143;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
NAVONA BROTHERS APARTMENT;Categoria 4;VIA DEL GOVERNO VECCHIO, 91;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
DOMUS GABRIELLA;Categoria 2;VIA AURELIA, 46;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
H&H HOME;Categoria 2;VIA DI CAPO LE CASE, 3;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
ERRESEI;Categoria 2;VIA DEI CAPPELLARI, 115;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
VAGHI;Categoria 4;VIA DELLE CARROZZE, 12;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
FOUR FOUNTAINS B;Categoria 3;VIA DELLE QUATTRO FONTANE, 153;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
FOUR FOUNTAINS A;Categoria 3;VIA DELLE QUATTRO FONTANE, 156;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
ASCANIO APARTMENT;Categoria 4;VIA DI MONSERRATO, 98;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
ALESSANDRINI;Categoria 3;VIA DEL VANTAGGIO, 1;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
KARMATAL HOUSE;Categoria 4;VIA CARLO BONUCCI, 44;Mun. X;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
ANTONIA HOME;Categoria 2;VIA VITTORIA, 17;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
SANNITI APARTMENT;Categoria 4;PIAZZA DEI SANNITI, 42;Mun. II;Casa Vacanze NON impr (Appartamento);0;3;0;0;0;0;3;6;0;0
CASA VACANZE RE DI ROMA;Categoria 4;VIA FREGENE, 6;Mun. VII;Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;2;5;0;0
LA MIMOSA;Categoria 4;VIA CROGNALETO, 4;Mun. VI;Casa Vacanze NON impr (Appartamento);0;6;0;0;0;0;6;12;0;0
CASA VACANZE GREGORIO;Categoria 3;VIA GREGORIO VII, 221;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
I LEONI;Categoria 2;VIA BOCCA DI LEONE, 11;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;2;0;0;0;4;10;0;0
MERULANA HOUSE;Categoria 2;VIA MERULANA, 215;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;1;0;2;7;0;0
JULIA GUEST HOUSE;Categoria 2;VIA RASELLA, 147;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
SPACE HOME;Categoria 1;VICOLO DI MONTEVECCHIO, 3;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
IL SANPIETRINO ROMA;Categoria 4;VIA SEBASTIANO VENIERO, 22;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
RESIDENZA GARIBALDI;Categoria 2;VIA GARIBALDI, 70;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;1;0;0;0;2;4;0;0
DOMUS ADRIANA;Categoria 2;VIA NICOLO' V, 34;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
LITTLE VATICAN HOUSE;Categoria 4;VIA GIACOMO BARZELLOTTI, 5;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
FILARMONICA HOUSE 1;Categoria 2;VIA FLAMINIA, 122;Mun. II;Casa Vacanze NON impr (Appartamento);3;0;0;0;0;0;3;3;0;0
SAN CELESTINO;Non Classificata;VIA DEL LAGO TERRIONE, 64;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
ALFONSO GUEST HOUSE;Categoria 2;LARGO DI S. ALFONSO, 5;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;4;0;0
ATMOSFERE;Non Classificata;VIA LEONE IX, 18;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;7;0;0
NICOLE;Non Classificata;VIA VARESE, 31;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
PANORAMICA ROMANA;Non Classificata;VIA FORTUNATO PINTOR, 10;Mun. XIV;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1;0;0
RESIDENZA BARSANTI;Non Classificata;VIA EUGENIO BARSANTI, 30;Mun. XI;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
LEONARDO DA VINCI;Non Classificata;VIA DELLA CROCE, 50;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1;0;0
CASA LINNEA;Categoria 1;VIA PLINIO, 22;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;7;0;0
SANTA MARIA ALLE FORNACI;Categoria 2;VIA DI S. MARIA ALLE FORNACI, 18;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
AP17 BERNINI;Categoria 1;VIA DEGLI AVIGNONESI, 5;Mun. I;Casa Vacanze NON impr (Appartamento);2;2;1;0;0;0;5;9;0;0
BIBI'S HOUSE;Non Classificata;VIA DELL'ARGILLA, 24;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
SWEET LIFE IN SAN PIETRO;Categoria 3;LARGO ORESTE GIORGI, 9;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;2;5;0;0
CASA ALISA;Categoria 3;VIA LATTANZIO, 5;Mun. XIV;Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;2;2;0;0
CLELIA 2008;Categoria 3;VIA CLELIA, 31;Mun. VII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
ARTISTI APARTMENT;Categoria 4;VIA FRANCESCO CRISPI, 76;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
ROVERE;Categoria 2;PIAZZA GIULIANO DELLA ROVERE, 88;Mun. X;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
GISA;Categoria 4;VICOLO DEL LEOPARDO, 12;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
CANDIA DOMUS;Categoria 2;VIA CANDIA, 77;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
ACCOMODATIONSROME;Unica;VIA PRINCIPE EUGENIO, 60;Mun. I;Casa Vacanze NON impr (Appartamento);0;2;1;0;0;0;3;7;0;0
ART APPIA 2;Non Classificata;PIAZZA ROSELLE, 5;Mun. VII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
ART MARE 3;Non Classificata;VIA OLETTA, 33;Mun. X;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
FRANCIS APARTMENT GUEST HOUSE TO ROME;Non Classificata;VIA PONZIO COMINIO, 23;Mun. VII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
CASA RIZ HOLIDAY VATICANO;Categoria 2;VIA AURELIA, 190;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
OTRANTO TERRACE;Non Classificata;VIA OTRANTO, 23;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;2;0;0
AP03;Categoria 2;VICOLO DELLA CANCELLERIA, 6;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;1;1
CASA RAFFELLA;Non Classificata;VIA DI CAPO LE CASE, 52;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
HERMIONE;Categoria 2;VIA DELLA DATARIA, 91;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
GALILEI;Categoria 2;VIA MERULANA, 110;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
GHIBLI DREAMER;Non Classificata;VIA FRANCESCO CARACCIOLO, 4;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
BUONA VISTA'S HOME;Non Classificata;VIA DI BRAVETTA, 728;Mun. XII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
OLTRE LE MURA;Non Classificata;CORSO D'ITALIA, 102;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
HEAVEN ROMA;Non Classificata;VIA DELLE FORNACI, 20;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
VILLINO RINALDI;Non Classificata;VIA DANIELLO BARTOLI, 14;Mun. XII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
ER PIRATA;Categoria 3;VIA PELLEGRINO MATTEUCCI, 41;Mun. VIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;3;0;0
COLOSSEO WHITE;Categoria 2;VIA MARCO AURELIO, 43;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;1;2
ATTICO BORGHESE;Non Classificata;VIA GIAN DOMENICO ROMAGNOSI, 1;Mun. II;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
CASA VACANZA NEI COLORI;Categoria 2;VIA FEDERICO NANSEN, 100;Mun. VIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
IL VENTAGLIO 2;Non Classificata;VIA TASSO, 161;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
CAMPO DEI FIORI;Categoria 2;VICOLO DELLE GROTTE, 20;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;1;0;0;0;2;4;0;0
CASA LAVINIA;Non Classificata;VIA ANASTASIO II, 278;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
CASA PICASSO;Non Classificata;VIA DEL PELLEGRINO, 67;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
DOMI 56 B 3;Categoria 1;VIA PALESTRO, 56;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;8;0;0
DOMI INT. 10;Categoria 1;VIA CURTATONE, 12;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
SWEET AND EASY;Non Classificata;VIA PIETRO CARTONI, 7;Mun. XII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;2;0;0
MAISON GLORY;Non Classificata;VIA ASCANIO RIVALDI, 15;Mun. XII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
DOMUS AURELIA;Non Classificata;VIA AURELIA, 386;Mun. XIII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
SUNSET 5;Non Classificata;VIA DEI SERPENTI, 97;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
THE MINERVA APARTMENT;Non Classificata;VIA PRINCIPE EUGENIO, 90;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;5;0;0
CASA RUBINO;Non Classificata;VIA ETRURIA, 27;Mun. VII;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;5;0;0
PALAZZO SINIBALDI;Categoria 2;VIA MONTERONE, 6;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;3;6;0;0
TEATRO PACE APARTMENT;Non Classificata;VIA DEL TEATRO PACE, 36;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;3;0;0
DOMUS TRASTEVERINA;Categoria 2;VIA GARIBALDI, 16;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2;0;0
CASA LETI;Categoria 3;PIAZZA SCANDERBEG, 51;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;1;2;0;0
MUZIOSCEVOLA FLAT;Categoria 1;VIA MUZIO SCEVOLA, 115;Mun. VII;Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;1;3;0;0
CAFFARELLA FLAT;Categoria 2;LARGO DELLA CAFFARELLETTA, 31;Mun. VII;Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;2;4;0;0
VACANZE ROMANE;Categoria 4;VIA DEGLI ZINGARI, 31;Mun. I;Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;2;3;0;0
AUGUSTO IMPERATORE HOUSE;Categoria 2;VIA DELLA FREZZA, 59;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
CASA PELLEGRINO;Categoria 4;VIA DEL PELLEGRINO, 50;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;2;5;0;0
MAVU CASA;Categoria 4;CIRCONVALLAZIONE GIANICOLENSE, 270;Mun. XII;Casa Vacanze NON impr (Appartamento);0;3;0;0;0;0;3;6;0;0
LOFT PALERMO;Categoria 3;VIA PALERMO, 32;Mun. I;Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;1;1;0;0
PANTHEON SUITE DI RIENZO;Categoria 2;VIA DI S. EUSTACHIO, 3;Mun. I;Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;2;5;0;0
OSTIUM;Non Classificata;PIAZZA ALBANIA, 6;Mun. I;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;3;0;0
RESIDENZA I PAPAVERI;Non Classificata;VIA DI CASAL DEI PAZZI, 109;Mun. IV;Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;2;4;0;0
