Condominio;CAP;Provincia;Comune;Municipio;Nazione;Tipo intervento;Num. Int. Larvcida;Num. Int. Adulticida;In. Int. Larvicida;Fine Int. Larvicida;In. Int. Adulticida;Fine Int. Adulticida;Freq. Int. Larvicida;Freq. Int. Adulticida;Proxilar com.;Permeplus;Flubex;Rothryn 200;Porter;Tator;Garban;Cipex 10E;Vectobac DT;Aquakhotrine;Diflorex;Cymina Plus;Sandokan 7335;Microsin;Roltab;Amplat;Device TB2;Permex 22E;Aqualarv;Nexa;Diflox;No-Larv;Cyperbase;Cipertrin T;Dudin SC 15;Aedex;Skeetal;Adicip;Zamho;Pertrin S;Rotryn 50;Larvistop;Altogran;K-othrine;Bifemite;Solfac;Deltakill flow;Wacip 1000;Decapy flow;Sumilarv;Exit 100;Fendona;Permesol;Diflox cpr.;Diflox flow.;Deltacid;Toolex;Permebase;Garban;Cipekill;Nurelle;Bio-Amplat;Aquacyp;Vectomax;Boxtar;Delta Super;Fenthrin;Mida tarvis;Deadyna;Green Larv;Veloxidin;Baycidal WP 25;Aquapy;Permebase
Via Cassia 699;00189;RM;Roma;13;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Cristallina 15;00137;RM;Roma;3;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Val Cristallina 26;00137;RM;Roma;3;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Rino Gaetano 15;00139;RM;Roma;3;Italia;larvicida e adulticida;5;5;giu-15;set-15;giu-15;set-15;mensile;mensile;;;x;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Zinasco 5;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Gaggiano 51;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Maestre Pie Filippini 11;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Cannobio 21;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Rovato 162;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Giuseppe Carampi 33;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Fosso S. Spirito 98;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Val Pellice 72;00141;RM;Roma;3;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Limbiate 61;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Maestre Pie Filippini 3;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Robbio 68;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Racconigi 70;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Pietro Mazzucchelli 30;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Inzago 65-67;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Paolo Emilio Castagnola 22;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Accumoli 19;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via G.B. Audifredi 37;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Gregorio XI 63;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Cologno Monzese 18;00135;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via G.B. Audifredi 42;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Federico Ageno 6;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Antonio Panizzi 3;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Mattia Battistini 82;00167;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Motta Visconti 74;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Rocco Pagliara 120;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Sedrina 26;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Cusano Milanino 29;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Paolo Maria Paciaudi 15;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Cassia 744;00189;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Generoso Calenzio 19-21;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Piazza Ormea 42;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via della Palmarola 58;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via del Casale Sansoni 45;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Casteggio 74;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Eugenio Tanzi 37-39;00135;RM;Roma;14;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Forno Saraceno 100a;00166;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Dego 4;00168;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via G. Paleotti 51;00168;RM;Roma;13;Italia;larvicida e adulticida;4;4;mag-15;ago-15;mag-15;ago-15;mensile;mensile;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Francesco Marconi 14;00168;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nosate 61;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via Nosate 67;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via Nosate 74;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via Nosate 68;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via Nosate 64;00166;RM;Roma;13;Italia;larvicida e adulticida;5;5;mag-15;set-15;mag-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
Via dei Durantini 257;00157;RM;Roma;4;Italia;adulticida;2;2;23/07/2015;31/08/2015;23/07/2015;31/08/2015;20 giorni;20 giorni;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Gismondi 60-64;00157;RM;Roma;13;Italia;larvicida e adulticida;4;4;10/06/2015;10/08/2015;10/06/2015;10/08/2015;20 giorni;20 giorni;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Galluppi 2;00124;RM;Roma;13;Italia;larvicida e adulticida;4;4;10/06/2015;10/08/2015;10/06/2015;10/08/2015;20 giorni;20 giorni;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aloisi 10;00158;RM;Roma;14;Italia;larvicida e adulticida;4;4;10/06/2015;10/08/2015;10/06/2015;10/08/2015;20 giorni;20 giorni;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via di Pietralata 202;00158;RM;Roma;4;Italia;larvicida e adulticida;4;4;10/06/2015;10/08/2015;10/06/2015;10/08/2015;20 giorni;20 giorni;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Friggeri 106;00136;RM;Roma;14;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paolo Emilio 71;00192;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Almagia 10;00122;RM;Roma;10;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via della Balduina 59;00136;RM;Roma;14;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Bruxelles 20;00198;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Circonvallazione Clodia 102;00196;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via dei Condotti 23;00187;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cortale 81;00188;RM;Roma;7;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Eritrea 110;00199;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Licinio Calvo 48;00136;RM;Roma;14;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Papiniano 10;00136;RM;Roma;14;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Sicilia 186;00187;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Mattia Battistini 10-12-14;00100;RM;Roma;14;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Annia Faustina 54;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Annia Faustina 56;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Baccio Pontelli 16;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Aventina 20;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Remunio 1;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Licinia 14;;RM;Roma;1;Italia;larvicida e adulticida;4;4;05/06/2015;30/09/2015;05/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Agri 17;00198;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Asinio Pollione 20;00153;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Castelfranco Veneto 54-58-62;00191;RM;Roma;13;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Calderini 68;00196;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Chiana 35;00198;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via de Cristoforis 1;00159;RM;Roma;4;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Oderisi da Gubbio 214-226;00146;RM;Roma;11;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piazza Mancini 4;00196;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cola di Rienzo 111;00192;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Salaria 195;00198;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Valenziani 5;00187;RM;Roma;2;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via degli Scipioni 191;00192;RM;Roma;1;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cornelio Magni 20-42;00147;RM;Roma;8;Italia;larvicida e adulticida;6;6;apr-15;set-15;apr-15;set-15;mensile;mensile;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Fiume Giallo 362;00144;RM;Roma;9;Italia;larvicida e adulticida;4;4;15/06/2015;29/09/2015;15/06/2015;29/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Nanchino 256;00144;RM;Roma;9;Italia;larvicida e adulticida;4;4;15/06/2015;29/09/2015;15/06/2015;29/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Busto Arsizio 15;00188;RM;Roma;15;Italia;larvicida e adulticida;4;4;15/07/2015;31/10/2015;15/07/2015;31/10/2015;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Zanetti 18;00143;RM;Roma;9;Italia;larvicida e adulticida;4;4;10/06/2015;30/09/2015;10/06/2015;30/09/2015;mensile;mensile;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Egeo 22;;RM;Roma;9;Italia;adulticida;0;1;-;-;lug-15;lug-15;1 volta;1 volta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Paola Falconieri 59;00152;RM;Roma;12;Italia;larvicida e adulticida;4;4;24/07/2015;01/10/2015;24/07/2015;01/10/2015;3 settimane;3 settimane;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
Via Mattia Battistini 491;00167;RM;Roma;14;Italia;larvicida e adulticida;5;5;14/05/2015;03/09/2015;14/05/2015;03/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Natale del Grande 21;00159;RM;Roma;1;Italia;larvicida e adulticida;5;5;14/05/2015;03/09/2015;14/05/2015;03/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viale Glorioso 18;00153;RM;Roma;1;Italia;larvicida e adulticida;5;5;14/05/2015;03/09/2015;14/05/2015;03/09/2015;mensile;mensile;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;x;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Via Cassia 19;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Pieve di Cadore 9;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Cortina D'Ampezzo 215;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
Via Forte Trionfale 75;;RM;Roma;15;Italia;larvicida e adulticida;4;4;mag-15;ago-15;giu-15;set-15;mensile;mensile;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
