S	STUDENTE	22	00166	PASSCARD	RMB-U1	2018/01/23	2019/01/23	0
S	STUDENTE	22	00166	SOCIALCARD	RMB-T2	2018/01/13	2018/09/27	0
S	STUDENTE	22	00167	PASSCARD	RMB-T1	2018/01/03	2019/01/03	1
S	STUDENTE	22	00167	PASSCARD	RMB-U1	2018/01/05	2019/01/05	0
S	STUDENTE	22	00167	PASSCARD	RMB-T1	2018/01/13	2018/03/05	0
S	STUDENTE	22	00167	BIBLIOCARD	RMB-T2	2018/01/19	2019/01/19	0
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/24	2019/01/24	1
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/16	2019/01/16	0
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/17	2019/01/17	0
S	STUDENTE	22	00168	PASSCARD	RMB-T1	2018/01/02	2019/01/02	0
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/30	2019/01/30	1
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/11	2019/01/11	0
S	STUDENTE	22	00168	PASSCARD	RMB-U1	2018/01/30	2019/01/30	1
S	STUDENTE	22	00169	PASSCARD	RMB-E1	2018/01/08	2019/01/08	0
S	STUDENTE	22	00169	PASSCARD	RMB-H1	2018/01/04	2019/01/04	0
S	STUDENTE	22	00171	PASSCARD	RMB-E1	2018/01/08	2019/01/08	0
S	STUDENTE	22	00171	BIBLIOCARD	RMB-G2	2018/01/20	2019/01/20	0
S	STUDENTE	22	00171	PASSCARD	RMB-E1	2018/01/16	2019/01/16	0
S	STUDENTE	22	00172	PASSCARD	RMB-E1	2018/01/10	2019/01/10	0
S	STUDENTE	22	00173	PASSCARD	RMB-H1	2018/01/05	2019/01/05	0
S	STUDENTE	22	00174	PASSCARD	RMB-H1	2018/01/02	2019/01/02	0
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/09	2019/01/09	0
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/18	2019/01/18	0
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/04	2019/01/04	0
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/03	2019/01/03	0
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/22	2019/01/22	5
S	STUDENTE	22	00176	PASSCARD	RMB-F1	2018/01/03	2019/01/03	0
S	STUDENTE	22	00177	PASSCARD	RMB-C1	2018/01/09	2019/01/09	0
S	STUDENTE	22	00177	PASSCARD	RMB-E1	2018/01/03	2019/01/03	0
S	STUDENTE	22	00178	PASSCARD	RMB-L1	2018/01/16	2019/01/16	2
S	STUDENTE	22	00178	PASSCARD	RMB-H1	2018/01/12	2019/01/12	0
S	STUDENTE	22	00181	BIBLIOCARD	RMB-I1	2018/01/17	2019/01/17	0
S	STUDENTE	22	00182	BIBLIOCARD	RMB-I1	2018/01/02	2019/01/02	6
S	STUDENTE	22	00185	PASSCARD	RMB-C1	2018/01/15	2019/01/15	1
S	STUDENTE	22	00185	PASSCARD	RMB-C1	2018/01/19	2019/01/19	0
S	STUDENTE	22	00185	BIBLIOCARD	RMB-I1	2018/01/22	2019/01/22	3
S	STUDENTE	22	00185	BIBLIOCARD	RMB-C1	2018/01/25	2019/01/25	0
S	STUDENTE	22	00188	PASSCARD	RMB-V1	2018/01/03	2019/01/03	0
S	STUDENTE	22	00188	PASSCARD	RMB-V1	2018/01/19	2019/01/19	2
S	STUDENTE	22	00188	PASSCARD	RMB-V1	2018/01/13	2019/01/13	7
S	STUDENTE	22	00188	PASSCARD	RMB-U1	2018/01/17	2019/01/17	0
S	STUDENTE	22	00191	PASSCARD	RMB-B3	2018/01/02	2019/01/02	5
S	STUDENTE	22	00191	PASSCARD	RMB-B3	2018/01/25	2019/01/25	0
S	STUDENTE	22	00193	PASSCARD	RMB-T1	2018/01/02	2019/01/02	0
S	STUDENTE	22	00193	BIBLIOCARD	RMB-T2	2018/01/29	2019/01/29	0
S	STUDENTE	22	00195	PASSCARD	RMB-C1	2018/01/17	2019/01/17	0
S	STUDENTE	22	00196	PASSCARD	RMB-B3	2018/01/08	2019/01/08	5
S	STUDENTE	22	00197	BIBLIOCARD	RMB-B1	2018/01/03	2019/01/03	0
S	STUDENTE	22	00198	PASSCARD	RMB-C1	2018/01/17	2019/01/17	0
S	STUDENTE	22	00198	PASSCARD	RMB-A1	2018/01/25	2019/01/25	0
S	STUDENTE	22	00198	PASSCARD	RMB-A1	2018/01/27	2019/01/27	0
S	STUDENTE	22	00199	BIBLIOCARD	RMB-A1	2018/01/31	2019/01/31	0
S	STUDENTE	22	00199	PASSCARD	RMB-C1	2018/01/16	2019/01/16	2
S	STUDENTE	22	00199	PASSCARD	RMB-A1	2018/01/09	2019/01/09	0
S	STUDENTE	22	00199	PASSCARD	RMB-B1	2018/01/12	2019/01/12	0
S	STUDENTE	22	16165	PASSCARD	RMB-I1	2018/01/12	2019/01/12	1
S	STUDENTE	22	25122	PASSCARD	RMB-A1	2018/01/19	2019/01/19	0
S	STUDENTE	22	65010	PASSCARD	RMB-I1	2018/01/15	2019/01/15	0
S	STUDENTE	22	81034	PASSCARD	RMB-E1	2018/01/17	2019/01/17	0
S	STUDENTE	22	84056	PASSCARD	RMB-Q1	2018/01/23	2019/01/23	3
S	STUDENTE	22	91025	PASSCARD	RMB-D1	2018/01/09	2019/01/09	1
S	STUDENTE	23		PASSCARD	RMB-H1	2018/01/05	2019/01/05	0
S	STUDENTE	23		PASSCARD	RMB-T1	2018/01/13	2019/01/13	0
S	STUDENTE	23		PASSCARD	RMB-D1	2018/01/16	2019/01/16	0
S	STUDENTE	23		PASSCARD	RMB-D1	2018/01/03	2019/01/03	0
S	STUDENTE	23		PASSCARD	RMB-D1	2018/01/03	2019/01/03	0
S	STUDENTE	23		PASSCARD	RMB-R2	2018/01/30	2018/06/30	0
S	STUDENTE	23		BIBLIOCARD	RMB-O2	2018/01/19	2019/01/19	0
S	STUDENTE	23		PASSCARD	RMB-Q2	2018/01/31	2019/01/31	0
S	STUDENTE	23		PASSCARD	RMB-Q2	2018/01/23	2019/01/23	0
S	STUDENTE	23		PASSCARD	RMB-T1	2018/01/12	2019/01/12	0
S	STUDENTE	23		PASSCARD	RMB-Q2	2018/01/30	2019/01/30	0
S	STUDENTE	23		PASSCARD	RMB-E1	2018/01/24	2019/01/24	2
S	STUDENTE	23		PASSCARD	RMB-B1	2018/01/03	2019/01/03	0
S	STUDENTE	23		PASSCARD	RMB-B1	2018/01/19	2019/01/19	9
S	STUDENTE	23	00012	PASSCARD	RMB-C1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00040	BIBLIOCARD	RMB-C1	2018/01/19	2019/01/19	1
S	STUDENTE	23	00077	BIBLIOCARD	RMB-H3	2018/01/03	2019/01/03	0
S	STUDENTE	23	00100	PASSCARD	RMB-B3	2018/01/08	2019/01/08	5
S	STUDENTE	23	00118	BIBLIOCARD	RMB-L1	2018/01/31	2019/01/31	0
S	STUDENTE	23	00121	BIBLIOCARD	RMB-Q1	2018/01/15	2019/01/15	0
S	STUDENTE	23	00122	PASSCARD	RMB-A3	2018/01/12	2019/01/12	0
S	STUDENTE	23	00122	PASSCARD	RMB-O2	2018/01/17	2019/01/17	0
S	STUDENTE	23	00122	PASSCARD	RMB-O2	2018/01/31	2019/01/31	0
S	STUDENTE	23	00122	BIBLIOCARD	RMB-O2	2018/01/10	2019/01/10	0
S	STUDENTE	23	00122	BIBLIOCARD	RMB-O2	2018/01/26	2019/01/26	9
S	STUDENTE	23	00123	PASSCARD	RMB-Q2	2018/01/13	2019/01/13	0
S	STUDENTE	23	00125	PASSCARD	RMB-O1	2018/01/02	2019/01/02	1
S	STUDENTE	23	00125	BIBLIOCARD	RMB-O1	2018/01/20	2019/01/20	0
S	STUDENTE	23	00126	BIBLIOCARD	RMB-O1	2018/01/24	2019/01/24	0
S	STUDENTE	23	00126	PASSCARD	RMB-O1	2018/01/17	2019/01/17	0
S	STUDENTE	23	00128	PASSCARD	RMB-N1	2018/01/17	2019/01/17	0
S	STUDENTE	23	00128	PASSCARD	RMB-N1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00128	PASSCARD	RMB-N1	2018/01/16	2019/01/16	0
S	STUDENTE	23	00131	PASSCARD	RMB-E1	2018/01/15	2019/01/15	0
S	STUDENTE	23	00131	PASSCARD	RMB-E2	2018/01/15	2019/01/15	0
S	STUDENTE	23	00132	BIBLIOCARD	RMB-H2	2018/01/17	2019/01/17	2
S	STUDENTE	23	00134	BIBLIOCARD	RMB-T1	2018/01/15	2019/01/15	0
S	STUDENTE	23	00135	PASSCARD	RMB-A1	2018/01/09	2019/01/09	11
S	STUDENTE	23	00135	PASSCARD	RMB-S1	2018/01/08	2019/01/08	0
S	STUDENTE	23	00135	BIBLIOCARD	RMB-S1	2018/01/17	2019/01/17	0
S	STUDENTE	23	00135	PASSCARD	RMB-B3	2018/01/04	2019/01/04	0
S	STUDENTE	23	00135	BIBLIOCARD	RMB-T2	2018/01/05	2019/01/04	0
S	STUDENTE	23	00135	PASSCARD	RMB-T2	2018/01/17	2019/01/17	0
S	STUDENTE	23	00136	BIBLIOCARD	RMB-S1	2018/01/18	2019/01/18	5
S	STUDENTE	23	00137	PASSCARD	RMB-D1	2018/01/16	2019/01/16	0
S	STUDENTE	23	00137	BIBLIOCARD	RMB-WA	2018/01/18	2019/01/18	0
S	STUDENTE	23	00137	PASSCARD	RMB-E2	2018/01/15	2019/01/15	0
S	STUDENTE	23	00137	PASSCARD	RMB-E1	2018/01/02	2019/01/02	0
S	STUDENTE	23	00137	PASSCARD	RMB-D1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00137	PASSCARD	RMB-E1	2018/01/02	2019/01/02	0
S	STUDENTE	23	00137	PASSCARD	RMB-E1	2018/01/02	2019/01/02	0
S	STUDENTE	23	00139	PASSCARD	RMB-D1	2018/01/18	2019/01/18	0
S	STUDENTE	23	00139	PASSCARD	RMB-D1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00139	PASSCARD	RMB-E1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00139	PASSCARD	RMB-D1	2018/01/23	2019/01/23	0
S	STUDENTE	23	00139	PASSCARD	RMB-D1	2018/01/16	2019/01/16	0
S	STUDENTE	23	00141	PASSCARD	RMB-E2	2018/01/12	2019/01/12	0
S	STUDENTE	23	00141	PASSCARD	RMB-E2	2018/01/22	2019/01/22	0
S	STUDENTE	23	00141	PASSCARD	RMB-D1	2018/01/13	2019/01/13	0
S	STUDENTE	23	00141	PASSCARD	RMB-A1	2018/01/09	2019/01/09	0
S	STUDENTE	23	00141	PASSCARD	RMB-D1	2018/01/23	2019/01/23	0
S	STUDENTE	23	00141	PASSCARD	RMB-D1	2018/01/09	2019/01/09	0
S	STUDENTE	23	00142	PASSCARD	RMB-A3	2018/01/24	2019/01/24	0
S	STUDENTE	23	00144	PASSCARD	RMB-N1	2018/01/18	2019/01/18	0
S	STUDENTE	23	00146	PASSCARD	RMB-Q1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00146	BIBLIOCARD	RMB-Q1	2018/01/17	2019/01/17	4
S	STUDENTE	23	00148	PASSCARD	RMB-Q2	2018/01/19	2019/01/19	0
S	STUDENTE	23	00148	PASSCARD	RMB-R2	2018/01/23	2019/01/23	0
S	STUDENTE	23	00148	PASSCARD	RMB-T1	2018/01/05	2019/01/05	0
S	STUDENTE	23	00148	BIBLIOCARD	RMB-Q2	2018/01/15	2019/01/15	2
S	STUDENTE	23	00148	BIBLIOCARD	RMB-Q2	2018/01/04	2019/01/04	0
S	STUDENTE	23	00148	PASSCARD	RMB-R1	2018/01/25	2019/01/25	1
S	STUDENTE	23	00149	PASSCARD	RMB-R3	2018/01/21	2019/01/21	0
S	STUDENTE	23	00149	BIBLIOCARD	RMB-Q1	2018/01/12	2019/01/12	1
S	STUDENTE	23	00151	BIBLIOCARD	RMB-Q2	2018/01/04	2019/01/04	0
S	STUDENTE	23	00151	PASSCARD	RMB-R1	2018/01/12	2019/01/12	1
S	STUDENTE	23	00152	PASSCARD	RMB-Q2	2018/01/04	2019/01/04	0
S	STUDENTE	23	00152	PASSCARD	RMB-T1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00153	PASSCARD	RMB-A3	2018/01/03	2019/01/03	0
S	STUDENTE	23	00153	PASSCARD	RMB-A3	2018/01/11	2019/01/11	0
S	STUDENTE	23	00153	PASSCARD	RMB-A3	2018/01/18	2019/01/18	1
S	STUDENTE	23	00153	BIBLIOCARD	RMB-R1	2018/01/26	2019/01/26	0
S	STUDENTE	23	00153	PASSCARD	RMB-A3	2018/01/11	2019/01/11	0
S	STUDENTE	23	00153	PASSCARD	RMB-A3	2018/01/04	2019/01/04	0
S	STUDENTE	23	00153	PASSCARD	RMB-R3	2018/01/18	2019/01/18	0
S	STUDENTE	23	00155	PASSCARD	RMB-E1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00155	PASSCARD	RMB-E1	2018/01/02	2019/01/02	0
S	STUDENTE	23	00155	PASSCARD	RMB-E1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00155	PASSCARD	RMB-E1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00155	BIBLIOCARD	RMB-E1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/19	2019/01/19	0
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/23	2019/01/23	0
S	STUDENTE	23	00156	PASSCARD	RMB-G2	2018/01/11	2019/01/11	1
S	STUDENTE	23	00156	PASSCARD	RMB-H1	2018/01/05	2019/01/05	0
S	STUDENTE	23	00156	PASSCARD	RMB-M1	2018/01/23	2019/01/23	7
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/26	2019/01/26	0
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/17	2019/01/17	2
S	STUDENTE	23	00156	PASSCARD	RMB-D1	2018/01/13	2019/01/13	0
S	STUDENTE	23	00156	PASSCARD	RMB-H1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/15	2019/01/15	0
S	STUDENTE	23	00156	PASSCARD	RMB-E2	2018/01/05	2019/01/05	0
S	STUDENTE	23	00158	PASSCARD	RMB-B1	2018/01/29	2019/01/29	2
S	STUDENTE	23	00158	PASSCARD	RMB-E1	2018/01/26	2019/01/26	0
S	STUDENTE	23	00158	PASSCARD	RMB-B1	2018/01/12	2019/01/12	0
S	STUDENTE	23	00158	PASSCARD	RMB-E1	2018/01/13	2019/01/13	0
S	STUDENTE	23	00159	PASSCARD	RMB-E1	2018/01/09	2019/01/09	0
S	STUDENTE	23	00159	PASSCARD	RMB-E1	2018/01/23	2019/01/23	0
S	STUDENTE	23	00161	PASSCARD	RMB-A1	2018/01/22	2019/01/22	0
S	STUDENTE	23	00161	BIBLIOCARD	RMB-C1	2018/01/09	2018/10/13	0
S	STUDENTE	23	00162	BIBLIOCARD	RMB-B1	2018/01/30	2019/01/30	0
S	STUDENTE	23	00163	PASSCARD	RMB-Q2	2018/01/08	2019/01/08	0
S	STUDENTE	23	00163	PASSCARD	RMB-Q2	2018/01/09	2019/01/09	0
S	STUDENTE	23	00163	PASSCARD	RMB-Q2	2018/01/09	2019/01/09	0
S	STUDENTE	23	00163	PASSCARD	RMB-Q2	2018/01/09	2019/01/09	0
S	STUDENTE	23	00164	PASSCARD	RMB-Q2	2018/01/25	2019/01/25	0
S	STUDENTE	23	00164	PASSCARD	RMB-Q2	2018/01/18	2019/01/18	1
S	STUDENTE	23	00165	PASSCARD	RMB-T1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00165	BIBLIOCARD	RMB-R3	2018/01/09	2019/01/09	0
S	STUDENTE	23	00165	PASSCARD	RMB-T1	2018/01/16	2019/01/16	3
S	STUDENTE	23	00166	PASSCARD	RMB-T1	2018/01/13	2018/11/13	2
S	STUDENTE	23	00166	PASSCARD	RMB-T2	2018/01/20	2019/01/20	0
S	STUDENTE	23	00166	BIBLIOCARD	RMB-R2	2018/01/11	2019/01/11	0
S	STUDENTE	23	00166	PASSCARD	RMB-Q1	2018/01/16	2019/01/16	1
S	STUDENTE	23	00166	PASSCARD	RMB-T2	2018/01/17	2019/01/17	1
S	STUDENTE	23	00166	PASSCARD	RMB-T2	2018/01/04	2019/01/04	0
S	STUDENTE	23	00166	BIBLIOCARD	RMB-T1	2018/01/29	2019/01/29	5
S	STUDENTE	23	00166	PASSCARD	RMB-U1	2018/01/30	2019/01/30	0
S	STUDENTE	23	00166	PASSCARD	RMB-T2	2018/01/17	2019/01/17	0
S	STUDENTE	23	00167	PASSCARD	RMB-T1	2018/01/30	2019/01/30	0
S	STUDENTE	23	00167	BIBLIOCARD	RMB-T1	2018/01/05	2019/01/05	6
S	STUDENTE	23	00167	BIBLIOCARD	RMB-T2	2018/01/12	2019/01/12	10
S	STUDENTE	23	00167	PASSCARD	RMB-T2	2018/01/03	2019/01/03	1
S	STUDENTE	23	00167	PASSCARD	RMB-T2	2018/01/02	2019/01/02	0
S	STUDENTE	23	00167	PASSCARD	RMB-U1	2018/01/24	2018/07/01	0
S	STUDENTE	23	00167	BIBLIOCARD	RMB-T1	2018/01/11	2019/01/11	0
S	STUDENTE	23	00167	PASSCARD	RMB-B3	2018/01/30	2019/01/30	0
S	STUDENTE	23	00168	BIBLIOCARD	RMB-U1	2018/01/17	2019/01/17	2
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/08	2019/01/08	0
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00168	BIBLIOCARD	RMB-U1	2018/01/15	2019/01/15	0
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/12	2019/01/12	0
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/21	2019/01/21	0
S	STUDENTE	23	00168	PASSCARD	RMB-T2	2018/01/20	2019/01/20	0
S	STUDENTE	23	00168	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00168	BIBLIOCARD	RMB-U1	2018/01/17	2019/01/17	4
S	STUDENTE	23	00169	PASSCARD	RMB-A1	2018/01/18	2019/01/18	1
S	STUDENTE	23	00169	PASSCARD	RMB-G1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00169	PASSCARD	RMB-G1	2018/01/12	2019/01/12	0
S	STUDENTE	23	00169	PASSCARD	RMB-G1	2018/01/15	2019/01/15	0
S	STUDENTE	23	00169	BIBLIOCARD	RMB-H1	2018/01/27	2019/01/27	0
S	STUDENTE	23	00171	PASSCARD	RMB-E1	2018/01/08	2019/01/08	0
S	STUDENTE	23	00171	PASSCARD	RMB-E1	2018/01/22	2019/01/22	0
S	STUDENTE	23	00172	BIBLIOCARD	RMB-H1	2018/01/10	2019/01/10	1
S	STUDENTE	23	00172	BIBLIOCARD	RMB-A1	2018/01/13	2019/01/13	1
S	STUDENTE	23	00172	PASSCARD	RMB-H1	2018/01/12	2018/06/18	0
S	STUDENTE	23	00172	PASSCARD	RMB-G1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00173	PASSCARD	RMB-WA	2018/01/19	2019/01/19	0
S	STUDENTE	23	00173	PASSCARD	RMB-H1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00173	PASSCARD	RMB-E1	2018/01/08	2019/01/08	0
S	STUDENTE	23	00173	PASSCARD	RMB-H1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00174	PASSCARD	RMB-C1	2018/01/03	2019/01/03	0
S	STUDENTE	23	00175	PASSCARD	RMB-H1	2018/01/04	2019/01/04	0
S	STUDENTE	23	00176	PASSCARD	RMB-F1	2018/01/30	2019/01/30	1
S	STUDENTE	23	00177	PASSCARD	RMB-H1	2018/01/29	2019/01/29	0
S	STUDENTE	23	00178	PASSCARD	RMB-F1	2018/01/04	2018/12/27	0
S	STUDENTE	23	00179	PASSCARD	RMB-F1	2018/01/24	2019/01/24	4
S	STUDENTE	23	00179	PASSCARD	RMB-M1	2018/01/30	2019/01/30	0
S	STUDENTE	23	00179	BIBLIOCARD	RMB-I1	2018/01/29	2019/01/29	0
S	STUDENTE	23	00181	PASSCARD	RMB-C1	2018/01/30	2019/01/30	0
S	STUDENTE	23	00183	PASSCARD	RMB-I1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00183	BIBLIOCARD	RMB-I1	2018/01/03	2019/01/03	2
S	STUDENTE	23	00183	BIBLIOCARD	RMB-F1	2018/01/02	2019/01/02	1
S	STUDENTE	23	00185	PASSCARD	RMB-T2	2018/01/11	2019/01/11	1
S	STUDENTE	23	00188	PASSCARD	RMB-BR	2018/01/18	2019/01/18	0
S	STUDENTE	23	00188	PASSCARD	RMB-V1	2018/01/24	2019/01/24	2
S	STUDENTE	23	00192	PASSCARD	RMB-U1	2018/01/19	2019/01/19	0
S	STUDENTE	23	00193	PASSCARD	RMB-A1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00197	PASSCARD	RMB-C1	2018/01/05	2019/01/05	0
S	STUDENTE	23	00197	PASSCARD	RMB-E1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00197	PASSCARD	RMB-A1	2018/01/10	2019/01/10	0
S	STUDENTE	23	00199	PASSCARD	RMB-B1	2018/01/10	2019/01/10	0
S	STUDENTE	23	03023	PASSCARD	RMB-F1	2018/01/16	2019/01/16	0
S	STUDENTE	23	05035	PASSCARD	RMB-A3	2018/01/12	2019/01/12	4
S	STUDENTE	23	56125	BIBLIOCARD	RMB-Q1	2018/01/19	2019/01/19	0
S	STUDENTE	24		PASSCARD	RMB-Q2	2018/01/26	2019/01/26	0
S	STUDENTE	24		PASSCARD	RMB-R3	2018/01/10	2019/01/10	0
S	STUDENTE	24		PASSCARD	RMB-T1	2018/01/18	2019/01/18	0
S	STUDENTE	24		PASSCARD	RMB-R2	2018/01/05	2019/01/05	0
S	STUDENTE	24		PASSCARD	RMB-D1	2018/01/12	2019/01/12	0
S	STUDENTE	24		PASSCARD	RMB-D1	2018/01/19	2019/01/19	0
S	STUDENTE	24		PASSCARD	RMB-Q2	2018/01/13	2019/01/13	12
S	STUDENTE	24		PASSCARD	RMB-O2	2018/01/03	2019/01/03	0
S	STUDENTE	24		PASSCARD	RMB-R1	2018/01/11	2019/01/11	0
S	STUDENTE	24		BIBLIOCARD	RMB-T1	2018/01/24	2018/10/13	0
S	STUDENTE	24		PASSCARD	RMB-D1	2018/01/24	2019/01/24	0
S	STUDENTE	24		PASSCARD	RMB-D1	2018/01/16	2019/01/16	0
S	STUDENTE	24	00012	PASSCARD	RMB-C1	2018/01/29	2019/01/29	0
S	STUDENTE	24	00012	BIBLIOCARD	RMB-WA	2018/01/30	2019/01/30	0
S	STUDENTE	24	00013	PASSCARD	RMB-G1	2018/01/03	2019/01/03	0
S	STUDENTE	24	00040	PASSCARD	RMB-B1	2018/01/17	2019/01/17	0
S	STUDENTE	24	00042	PASSCARD	RMB-C1	2018/01/17	2019/01/17	0
S	STUDENTE	24	00055	BIBLIOCARD	RMB-T1	2018/01/26	2019/01/26	0
S	STUDENTE	24	00060	PASSCARD	RMB-V1	2018/01/05	2019/01/05	1
S	STUDENTE	24	00060	PASSCARD	RMB-F2	2018/01/28	2019/01/28	1
S	STUDENTE	24	00060	PASSCARD	RMB-C1	2018/01/30	2019/01/30	0
S	STUDENTE	24	00062	PASSCARD	RMB-U1	2018/01/19	2019/01/19	1
S	STUDENTE	24	00065	BIBLIOCARD	RMB-F1	2018/01/10	2019/01/10	0
S	STUDENTE	24	00100	PASSCARD	RMB-M1	2018/01/13	2019/01/13	5
S	STUDENTE	24	00100	PASSCARD	RMB-A1	2018/01/25	2019/01/25	2
S	STUDENTE	24	00118	BIBLIOCARD	RMB-L1	2018/01/04	2019/01/04	2
S	STUDENTE	24	00118	PASSCARD	RMB-H2	2018/01/31	2019/01/31	1
S	STUDENTE	24	00121	PASSCARD	RMB-O2	2018/01/25	2019/01/25	0
S	STUDENTE	24	00121	BIBLIOCARD	RMB-O2	2018/01/18	2019/01/18	0
S	STUDENTE	24	00121	PASSCARD	RMB-O2	2018/01/19	2019/01/19	4
S	STUDENTE	24	00121	PASSCARD	RMB-O2	2018/01/04	2019/01/04	0
S	STUDENTE	24	00121	PASSCARD	RMB-O2	2018/01/26	2019/01/26	0
S	STUDENTE	24	00122	PASSCARD	RMB-O2	2018/01/31	2019/01/31	0
S	STUDENTE	24	00122	PASSCARD	RMB-O2	2018/01/03	2019/01/03	0
S	STUDENTE	24	00122	PASSCARD	RMB-O2	2018/01/31	2019/01/31	1
S	STUDENTE	24	00122	PASSCARD	RMB-O2	2018/01/31	2019/01/31	0
S	STUDENTE	24	00124	PASSCARD	RMB-O1	2018/01/04	2019/01/04	1
S	STUDENTE	24	00124	PASSCARD	RMB-E1	2018/01/09	2019/01/09	0
S	STUDENTE	24	00125	PASSCARD	RMB-O1	2018/01/20	2019/01/20	2
S	STUDENTE	24	00125	PASSCARD	RMB-O1	2018/01/16	2019/01/16	1
S	STUDENTE	24	00125	PASSCARD	RMB-N1	2018/01/15	2019/01/15	0
S	STUDENTE	24	00125	BIBLIOCARD	RMB-O2	2018/01/27	2019/01/27	13
S	STUDENTE	24	00125	BIBLIOCARD	RMB-O1	2018/01/18	2019/01/18	0
S	STUDENTE	24	00126	PASSCARD	RMB-O2	2018/01/05	2019/01/05	0
S	STUDENTE	24	00127	PASSCARD	RMB-H1	2018/01/31	2019/01/31	0
S	STUDENTE	24	00128	PASSCARD	RMB-N1	2018/01/29	2019/01/29	0
S	STUDENTE	24	00128	PASSCARD	RMB-N1	2018/01/25	2019/01/25	0
S	STUDENTE	24	00128	PASSCARD	RMB-N1	2018/01/19	2019/01/19	1
S	STUDENTE	24	00128	PASSCARD	RMB-N1	2018/01/10	2019/01/10	0
S	STUDENTE	24	00128	PASSCARD	RMB-N1	2018/01/04	2019/01/04	0
S	STUDENTE	24	00131	PASSCARD	RMB-D1	2018/01/04	2019/01/04	0
S	STUDENTE	24	00131	PASSCARD	RMB-E2	2018/01/19	2019/01/19	0
S	STUDENTE	24	00132	BIBLIOCARD	RMB-H2	2018/01/02	2019/01/02	4
S	STUDENTE	24	00132	PASSCARD	RMB-H3	2018/01/04	2019/01/04	4
S	STUDENTE	24	00132	PASSCARD	RMB-H3	2018/01/04	2019/01/04	0
S	STUDENTE	24	00132	PASSCARD	RMB-H3	2018/01/05	2019/01/05	0
S	STUDENTE	24	00132	PASSCARD	RMB-H3	2018/01/05	2019/01/05	0
S	STUDENTE	24	00132	BIBLIOCARD	RMB-H3	2018/01/08	2019/01/08	0
S	STUDENTE	24	00133	PASSCARD	RMB-G1	2018/01/19	2019/01/19	1
S	STUDENTE	24	00133	BIBLIOCARD	RMB-H3	2018/01/04	2019/01/04	0
S	STUDENTE	24	00135	PASSCARD	RMB-U1	2018/01/04	2019/01/04	0
S	STUDENTE	24	00135	PASSCARD	RMB-U2	2018/01/29	2019/01/29	0
S	STUDENTE	24	00135	PASSCARD	RMB-C1	2018/01/04	2019/01/04	0
S	STUDENTE	24	00135	PASSCARD	RMB-U1	2018/01/04	2019/01/04	0
S	STUDENTE	24	00136	PASSCARD	RMB-T1	2018/01/10	2019/01/10	0
S	STUDENTE	24	00136	BIBLIOCARD	RMB-U1	2018/01/02	2019/01/02	0
S	STUDENTE	24	00136	PASSCARD	RMB-T1	2018/01/05	2019/01/05	1
S	STUDENTE	24	00137	PASSCARD	RMB-D1	2018/01/04	2019/01/04	0
